MSH1	87053583
MSH1	87056458
MSH1	87056800
MSH1	87058606
MSH1	87058934
MSH1	87058935
MSH1	87058948
MSH1	87058987
MSH1	87059023
MSH1	87059044
MSH1	87069933
MSH1	87073661
MSH1	87083800
MSH1	87083934
MSH1	87083966
MSH1	87084762
MSH1	87084785
MSH1	87105275
MSH1	87105308
MSH1	87105334
MSH1	87105350
MSH1	87110614
MSH1	87110628
MSH1	87110665
MSH1	87110720
MSH1	87110721
MSH1	87110723
MSH1	87110803
MSH1	87112135
MSH1	87112171
MSH1	87112216
MSH1	87124464
MSH1	87136071
MSH1	87136075
MSH1	87138339
MSH1	87139231
MSH1	87147185
MSH1	87147199
MSH1	87147225
MSH1	87147273
MSH1	87161580
MSH1	87161583
MSH1	87161599
MSH1	87163616
MSH1	87167563
MSH1	87167633
MSH1	87169261
MSH1	87173014
MSH1	87175536
MSH1	87185850
MSH1	87195432
MSH1	87196360
MSH1	87196383
MSH1	87196402
MSH1	87196547
MSH1	87198170
MSH1	87198217
MSH1	87198220
MSH1	87201942
MSH1	87201965
MSH1	87204120
MSH1	87222918
MSH1	87223995
MSH1	87224036
MSH1	87224041
MSH1	87224103
MSH1	87224147
MSH1	87231878
MSH1	87239702
MSH1	87244726
MSH1	87249104
MSH1	87251387
MSH1	87252208
MSH1	87252267
MSH1	87252346
MSH1	87253890
MSH1	87263432
MSH1	87278454
MSH1	87280697
MSH1	87281659
MSH1	87283376
MSH1	87297018
MSH1	87300143
MSH1	87302095
MSH1	87307802
MSH1	87309781
MSH1	87309793
MSH1	87320482
MSH1	87320483
MSH1	87323478
MSH2	87049102
MSH2	87052080
MSH2	87052095
MSH2	87056792
MSH2	87056798
MSH2	87056803
MSH2	87064927
MSH2	87064953
MSH2	87067924
MSH2	87068297
MSH2	87068465
MSH2	87070034
MSH2	87070089
MSH2	87070322
MSH2	87071389
MSH2	87073216
MSH2	87073365
MSH2	87073967
MSH2	87073968
MSH2	87073977
MSH2	87074372
MSH2	87075094
MSH2	87075112
MSH2	87076278
MSH2	87077282
MSH2	87079638
MSH2	87085856
MSH2	87086988
MSH2	87088660
MSH2	87093755
MSH2	87096911
MSH2	87097071
MSH2	87097738
MSH2	87098007
MSH2	87098257
MSH2	87098287
MSH2	87098306
MSH2	87098850
MSH2	87098925
MSH2	87099322
MSH2	87099328
MSH2	87100873
MSH2	87101806
MSH2	87101928
MSH2	87102379
MSH2	87104967
MSH2	87110489
MSH2	87110817
MSH2	87118551
MSH2	87120836
MSH2	87125522
MSH2	87125869
MSH2	87127413
MSH2	87127415
MSH2	87127425
MSH2	87129946
MSH2	87132812
MSH2	87142918
MSH2	87143343
MSH2	87146155
MSH2	87146837
MSH2	87147634
MSH2	87153404
MSH2	87153406
MSH2	87153649
MSH2	87154621
MSH2	87154628
MSH2	87155935
MSH2	87157530
MSH2	87157531
MSH2	87157532
MSH2	87158465
MSH2	87163236
MSH2	87165525
MSH2	87165612
MSH2	87168248
MSH2	87169501
MSH2	87176397
MSH2	87176399
MSH2	87182735
MSH2	87185314
MSH2	87185323
MSH2	87186179
MSH2	87189502
MSH2	87189549
MSH2	87191659
MSH2	87195273
MSH2	87195774
MSH2	87197116
MSH2	87201954
MSH2	87202762
MSH2	87203220
MSH2	87205795
MSH2	87206624
MSH2	87209519
MSH2	87209527
MSH2	87210276
MSH2	87210369
MSH2	87210820
MSH2	87211419
MSH2	87211448
MSH2	87212183
MSH2	87212520
MSH2	87212522
MSH2	87214826
MSH2	87214940
MSH2	87216666
MSH2	87223323
MSH2	87227544
MSH2	87227693
MSH2	87230720
MSH2	87232739
MSH2	87234788
MSH2	87234898
MSH2	87234907
MSH2	87239133
MSH2	87239513
MSH2	87240461
MSH2	87240761
MSH2	87245614
MSH2	87245651
MSH2	87245974
MSH2	87250116
MSH2	87250117
MSH2	87252974
MSH2	87254553
MSH2	87261453
MSH2	87261914
MSH2	87267118
MSH2	87267675
MSH2	87267764
MSH2	87268631
MSH2	87268928
MSH2	87269860
MSH2	87271411
MSH2	87279679
MSH2	87279692
MSH2	87283998
MSH2	87285837
MSH2	87287128
MSH2	87290547
MSH2	87295610
MSH2	87296099
MSH2	87296167
MSH2	87296811
MSH2	87297631
MSH2	87300404
MSH2	87300467
MSH2	87303549
MSH2	87304912
MSH2	87305373
MSH2	87307798
MSH2	87307813
MSH2	87318632
MSH2	87318633
MSH2	87320044
MSH2	87320050
MSH2	87320052
MSH2	87323147
MSH2	87324025
MSH2	87325281
MSH3	87050684
MSH3	87062586
MSH3	87063108
MSH3	87067006
MSH3	87077348
MSH3	87114435
MSH3	87114586
MSH3	87127081
MSH3	87135002
MSH3	87146808
MSH3	87153302
MSH3	87154627
MSH3	87171940
MSH3	87186101
MSH3	87200508
MSH3	87209795
MSH3	87210820
MSH3	87214840
MSH3	87214899
MSH3	87239583
MSH3	87240559
MSH3	87260491
MSH3	87267888
MSH3	87284013
MSH3	87311515
MSH4	87049093
MSH4	87053531
MSH4	87061113
MSH4	87070018
MSH4	87070312
MSH4	87073071
MSH4	87073348
MSH4	87073975
MSH4	87073976
MSH4	87079401
MSH4	87084019
MSH4	87086845
MSH4	87086864
MSH4	87094382
MSH4	87094564
MSH4	87098124
MSH4	87101863
MSH4	87109419
MSH4	87112804
MSH4	87112805
MSH4	87112814
MSH4	87127081
MSH4	87132500
MSH4	87139874
MSH4	87139875
MSH4	87149578
MSH4	87156986
MSH4	87169844
MSH4	87169847
MSH4	87189108
MSH4	87189173
MSH4	87198776
MSH4	87198782
MSH4	87198798
MSH4	87198820
MSH4	87210026
MSH4	87210031
MSH4	87211328
MSH4	87211419
MSH4	87212521
MSH4	87218102
MSH4	87234826
MSH4	87234841
MSH4	87236433
MSH4	87239136
MSH4	87254293
MSH4	87260491
MSH4	87261914
MSH4	87275114
MSH4	87284013
MSH4	87299562
MSH4	87319818
MSH4	87324516
MSH5	87066514
MSH5	87073036
MSH5	87073244
MSH5	87073441
MSH5	87074485
MSH5	87074991
MSH5	87077726
MSH5	87080242
MSH5	87085838
MSH5	87090938
MSH5	87090939
MSH5	87096801
MSH5	87100866
MSH5	87100868
MSH5	87102256
MSH5	87116782
MSH5	87118719
MSH5	87125419
MSH5	87131872
MSH5	87131873
MSH5	87138405
MSH5	87139423
MSH5	87143306
MSH5	87143471
MSH5	87145410
MSH5	87145461
MSH5	87153545
MSH5	87155418
MSH5	87158204
MSH5	87171672
MSH5	87176310
MSH5	87176405
MSH5	87181672
MSH5	87186921
MSH5	87200454
MSH5	87210405
MSH5	87210414
MSH5	87210694
MSH5	87210822
MSH5	87228659
MSH5	87238755
MSH5	87254637
MSH5	87256577
MSH5	87259276
MSH5	87267878
MSH5	87267899
MSH5	87269759
MSH5	87270271
MSH5	87274426
MSH5	87274432
MSH5	87274433
MSH5	87285853
MSH5	87295950
MSH5	87296175
MSH5	87296449
MSH5	87300616
MSH5	87302578
MSH5	87316722
MSH5	87323132
MSH6	87053721
MSH6	87053722
MSH6	87061286
MSH6	87065857
MSH6	87074232
MSH6	87076271
MSH6	87086018
MSH6	87088705
MSH6	87089362
MSH6	87096801
MSH6	87097549
MSH6	87101920
MSH6	87109983
MSH6	87114361
MSH6	87115376
MSH6	87124565
MSH6	87124704
MSH6	87129537
MSH6	87129630
MSH6	87138633
MSH6	87141480
MSH6	87142470
MSH6	87143422
MSH6	87146072
MSH6	87146108
MSH6	87155228
MSH6	87157341
MSH6	87158180
MSH6	87178191
MSH6	87182261
MSH6	87185077
MSH6	87202741
MSH6	87227829
MSH6	87238788
MSH6	87253262
MSH6	87253628
MSH6	87253645
MSH6	87254605
MSH6	87256653
MSH6	87268241
MSH6	87280902
MSH6	87287112
MSH6	87315440
MSH6	87316718
MSH7	87049270
MSH7	87050603
MSH7	87058931
MSH7	87066271
MSH7	87073437
MSH7	87084011
MSH7	87087701
MSH7	87097123
MSH7	87121456
MSH7	87121468
MSH7	87121471
MSH7	87121472
MSH7	87124627
MSH7	87129525
MSH7	87150260
MSH7	87155838
MSH7	87193856
MSH7	87196585
MSH7	87209914
MSH7	87214535
MSH7	87230079
MSH7	87230387
MSH7	87235623
MSH7	87235643
MSH7	87242931
MSH7	87243170
MSH7	87243885
MSH7	87254481
MSH7	87264737
MSH7	87267454
MSH7	87267624
MSH7	87267625
MSH7	87282221
MSH7	87293295
MSH7	87312720
MSH7	87315242
MSH7	87320528
MSH7	87320529
MSH8	87054743
MSH8	87097495
MSH8	87131878
MSH8	87131879
MSH8	87131880
MSH8	87131881
MSH8	87131882
MSH8	87131884
MSH8	87131885
MSH8	87131886
MSH8	87141024
MSH8	87153541
MSH8	87169516
